timestamp,power,tag                             #predictions_interval=0.2
2025-06-02 17:41:48.994185, 1.836,
2025-06-02 17:41:49.025943, 1.856,
2025-06-02 17:41:49.057792, 1.860,
2025-06-02 17:41:49.089707, 1.856,
2025-06-02 17:41:49.121666, 1.856,
2025-06-02 17:41:49.154059, 1.856,
2025-06-02 17:41:49.190473, 1.908,
2025-06-02 17:41:49.222651, 1.856,
2025-06-02 17:41:49.255147, 1.860,
2025-06-02 17:41:49.287153, 1.856,
2025-06-02 17:41:49.319276, 1.876,
2025-06-02 17:41:49.351335, 1.848,
2025-06-02 17:41:49.383820, 1.880,
2025-06-02 17:41:49.416846, 1.876,
2025-06-02 17:41:49.449093, 1.880,
2025-06-02 17:41:49.481685, 1.848,
2025-06-02 17:41:49.513803, 1.848,
2025-06-02 17:41:49.546218, 1.876,
2025-06-02 17:41:49.579009, 2.004,
2025-06-02 17:41:49.611675, 1.932,
2025-06-02 17:41:49.644920, 1.848,
2025-06-02 17:41:49.680733, 1.928,
2025-06-02 17:41:49.713409, 1.876,
2025-06-02 17:41:49.745819, 1.856,
2025-06-02 17:41:49.778229, 1.896,
2025-06-02 17:41:49.811060, 1.868,
2025-06-02 17:41:49.843385, 1.856,
2025-06-02 17:41:49.876057, 1.840,
2025-06-02 17:41:49.908201, 1.840,
2025-06-02 17:41:49.940715, 1.856,
2025-06-02 17:41:49.973412, 1.876,
2025-06-02 17:41:50.005731, 1.856,
2025-06-02 17:41:50.038539, 1.856,
2025-06-02 17:41:50.070983, 1.848,
2025-06-02 17:41:50.104034, 1.848,
2025-06-02 17:41:50.136603, 1.860,
2025-06-02 17:41:50.170295, 1.868,
2025-06-02 17:41:50.206900, 1.992,
2025-06-02 17:41:50.240156, 1.856,
2025-06-02 17:41:50.272630, 1.836,
2025-06-02 17:41:50.305514, 1.876,
2025-06-02 17:41:50.337759, 1.848,
2025-06-02 17:41:50.370670, 1.856,
2025-06-02 17:41:50.403920, 1.960,
2025-06-02 17:41:50.436463, 1.840,
2025-06-02 17:41:50.473076, 2.156,
2025-06-02 17:41:50.506083, 1.828,
2025-06-02 17:41:50.539004, 1.836,
2025-06-02 17:41:50.572145, 1.848,
2025-06-02 17:41:50.605546, 1.896,
2025-06-02 17:41:50.639887, 1.840,
2025-06-02 17:41:50.677165, 1.860,
2025-06-02 17:41:50.711759, 1.972,
